#Wa     10       20      30      10e     20e     30e
#0.4   105.84  114.28   114.8    8.57    8.75   10.08
0.5    105.84  114.28   114.8    8.57    8.75   10.08
0.6    104.91  102.31   101.24   7.87    6.28   6.17
0.7    105.41  101.86   102.61   8.42    5.75   4.78
0.8    105.87  103.68   105.23   8.80    6.66   7.88
0.9    105.87  103.95   103.71   8.80    5.86   5.63
1.0    105.87  103.99   103.54   8.8     5.91   4.96
