#Wa     10       20      30      10e     20e     30e
#0.4   373.65  375.03   380.22   18.40   25.78  27.53
0.5    373.65  375.03   380.22   18.40   25.78  27.53
0.6    357.21  363.38   376.72   14.00   16.61  18.10
0.7    336.85  339.08   332.83   17.22   18.62  09.63
0.8    336.10  341.27   359.41   20.36   17.36  18.33
0.9    330.10  308.92   331.68   20.36   16.32  19.82
1.0    330.18  308.78   300.87   20.36   16.57  18.01
