1083.753	10	14.4	1109.593	9.7	17.8														
1088.859	10	13.4	1114.611	10.3	16.1														
1093.973	10	11.7	1119.856	9.8	16.8														
1099.083	10	12.4	1124.725	10.6	15.4														
1104.187	10	13.5	1129.948	9.8	14.9														
1109.294	10	15.3	1135.122	9.8	18.2														
1114.404	10	15	1140.681	9.2	14.2														
1119.509	10	12.6	1145.77	9.9	14.9														
1124.62	10	12.6	1151.338	9.2	14.3														
1129.741	10	12.5	1156.317	10.2	15.9														
1134.848	10	13.9	1161.201	10.3	15														
1139.964	10	13.1	1166.946	8.7	16.5														
1145.074	10	12.5	1172.405	9.3	16.5														
1150.181	10	15.5	1176.901	11.2	15.5														
1155.297	10	13.5	1182.148	9.8	14.6														
1160.407	10	13.8	1187.148	10.3	15.2														
1165.524	10	12.9	1192.289	10.1	16.3														
1170.638	10	14.2	1197.546	9.6	14														
1175.756	9.9	15.3																	
1180.874	10	13.8																	
1185.978	10	14.4																	
1191.085	10	16.2																	
1196.191	10	14.2																	
